#OTU ID,1-1,1-2,1-3,1-4,1-7,1-8,2-1,2-2,3-1,3-2,4-1,6-2,c-1,c-3
KF387628.1.1444,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DQ645249.1.1486,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FPLS01059304.12.1510,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FJ625318.1.1448,0,0,0,0,0,0,0,1,0,2,2,0,0,0
LN680463.1.1380,0,0,0,0,0,0,0,1,0,0,0,0,0,5
EF019391.1.1402,0,0,0,0,0,0,0,1,0,0,0,0,3,0
KM882682.1.1302,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JQ861415.1.1463,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HM447793.1.1510,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GU061110.1.1386,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JF125520.1.1309,0,0,0,0,0,0,0,1,0,0,1,0,0,0
KJ589701.1.1440,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EU669603.1.1476,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LN567982.1.1356,0,0,0,0,0,0,0,2,1,1,0,0,0,0
DQ984605.1.1466,0,0,0,0,0,0,0,1,0,0,0,0,1,0
EU246085.1.1515,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KX823680.1.1515,0,0,0,0,0,0,0,1,0,0,0,0,3,1
EF516401.1.1492,0,0,0,0,0,0,0,1,0,0,0,0,0,0
X81945.1.1546,0,0,0,0,0,0,0,1,0,0,0,0,1,4
JF518829.1.1346,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KP890764.1.1432,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DQ141183.1.1515,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HM129132.1.1436,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KM221432.1.1502,0,0,0,0,0,0,0,1,0,0,0,0,1,0
MF114029.1.1372,0,0,0,0,0,0,0,1,0,0,0,0,0,0
U40340.1.1473,0,0,0,0,0,0,0,1,1,0,0,0,0,0
JX240866.1.1485,0,0,0,0,0,0,0,1,0,0,0,0,1,6
JQ428715.1.1476,0,0,0,0,0,0,0,1,1,0,1,0,3,4
HQ190487.1.1493,0,0,0,0,0,0,0,1,0,0,0,0,5,24
AY177764.1.1494,0,0,0,0,0,0,0,1,0,0,1,0,15,5
KJ659374.1.1315,0,0,0,0,0,0,0,1,0,0,0,1,0,0
EU449735.1.1459,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GQ131853.1.1206,0,0,0,0,0,0,0,1,2,2,0,0,0,0
AY162051.1.1392,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JX521171.1.1449,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KP681566.1.1456,0,0,0,0,0,0,0,1,1,1,0,0,0,0
DQ223075.1.1386,0,0,0,0,0,0,0,1,1,0,0,0,1,0
JF174764.1.1338,0,0,0,0,0,0,0,1,1,0,0,0,0,0
JX221987.1.1476,0,0,0,0,0,0,0,1,0,0,1,0,0,0
KX172268.1.1463,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KP869776.1.1399,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KF179940.1.1448,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AJ966584.1.1500,0,0,0,0,0,0,0,1,0,0,0,0,1,0
KM396179.1.1445,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HE650072.1.1453,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AB630869.1.1415,0,0,0,0,0,0,0,1,0,0,0,0,1,1
AB486312.1.1326,0,0,0,0,0,0,0,1,0,0,0,1,0,0
EU979091.1.1522,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AB746815.1.1521,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EU452985.1.1400,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AC274384.1509.2851,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JQ279048.1.1445,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JF833824.1.1404,0,0,0,0,0,0,0,1,0,0,0,0,0,4
KJ782220.1.1343,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JN525956.1.1371,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GU437667.1.1554,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AB089241.1.1476,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AB089122.1.1324,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HM287876.1.1359,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EF444712.1.1201,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KF996543.1.1432,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FPLS01016192.16.1477,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LN570174.1.1348,0,0,0,0,0,0,0,1,0,0,0,0,0,2
KM454287.1.1292,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LC349735.1.1521,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AM935607.1.1321,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JN021667.1.1389,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JN874330.1.1416,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DQ295907.1.1450,0,0,0,0,0,0,0,1,1,0,0,0,0,0
HE681303.1.1514,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FPLS01029220.10.1476,0,0,0,0,0,0,0,1,0,0,0,1,0,0
HE650085.1.1425,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GU569147.1.1451,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KC118516.1.1450,0,0,0,0,0,0,0,1,2,0,0,0,0,0
LC276045.1.1416,0,0,0,0,0,0,0,1,0,1,0,1,1,2
JN656731.1.1481,0,0,0,0,0,0,0,1,0,0,0,0,0,0
U40332.1.1478,0,0,0,0,0,0,0,1,2,0,0,0,0,1
EU133983.1.1329,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FJ194436.1.1442,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KC172344.1.1371,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FN821682.1.1287,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JQ466228.1.1376,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AF088897.5384.6870,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JN496772.1.1451,0,0,0,0,0,0,0,1,0,0,0,0,0,1
JX193358.1.1502,0,0,0,0,0,0,0,1,0,0,0,0,1,1
HM187312.1.1456,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AY921727.1.1376,0,0,0,0,0,0,0,1,0,0,0,0,1,0
EF372580.1.1461,0,0,0,0,0,0,0,1,1,1,0,0,0,0
EU134073.1.1257,0,0,0,0,0,0,0,1,0,0,0,0,3,0
KY770546.1.1368,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DQ129345.1.1476,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JN512583.1.1435,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EU135076.1.1340,0,0,0,0,0,0,0,1,1,0,0,0,4,4
JN038763.1.1526,0,0,0,0,0,0,0,1,0,0,0,0,1,1
AM889180.1.1440,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KY984243.1.1460,0,0,0,0,0,0,0,1,0,0,2,0,0,0
KM205466.1.1412,0,0,0,0,0,0,0,1,0,0,1,0,2,0
DQ026686.1.1411,0,0,0,0,0,0,0,1,0,3,0,1,0,0
FJ889310.1.1441,0,0,0,0,0,0,0,1,1,0,0,0,1,0
FPLP01000539.1.1213,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JQ769769.1.1519,0,0,0,0,0,0,0,1,0,2,1,0,6,1
EU769144.1.1490,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EU503882.1.1396,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EU334518.1.1498,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KY744809.1.1347,0,0,0,0,0,0,0,1,0,1,1,0,0,0
KC331482.1.1498,0,0,0,0,0,0,0,1,0,0,0,0,30,8
HM595399.1.1499,0,0,0,0,0,0,0,1,0,0,0,1,0,0
JN534085.1.1366,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KP185150.1.1423,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KC002026.1.1292,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GQ263496.1.1432,0,0,0,0,0,0,0,1,0,0,0,1,0,0
FR683250.1.1426,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EF018494.1.1348,0,0,0,0,0,0,0,1,0,0,0,1,0,0
KC357796.1.1406,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HM587929.1.1462,0,0,0,0,0,0,0,1,0,1,0,0,1,0
KX014103.1.1450,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JF225469.1.1365,0,0,0,0,0,0,0,1,0,0,0,0,0,2
KC424710.1.1527,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KF786408.1.1389,0,0,0,0,0,0,0,1,0,1,0,0,0,0
AM888202.1.1446,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AJ535253.1.1530,0,0,0,0,0,0,0,1,0,1,0,0,0,0
HM264029.1.1311,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KC331257.1.1498,0,0,0,0,0,0,0,1,0,0,0,0,2,1
JX114360.1.1479,0,0,0,0,0,0,0,1,0,0,1,0,0,0
JX240743.1.1484,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AY922177.1.1385,0,0,0,0,0,0,0,1,0,0,0,0,4,2
CP020382.2907208.2908739,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HM241111.1.1434,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AM275412.1.1485,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EU132529.1.1363,0,0,0,0,0,0,0,1,0,1,0,0,3,0
KX177180.1.1504,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EF600592.1.1339,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JQ428534.1.1443,0,0,0,0,0,0,0,1,0,0,1,0,0,1
HQ772392.1.1472,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FJ517035.1.1490,0,0,0,0,0,0,0,1,0,0,1,0,0,0
JX515493.1.1446,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KX177068.1.1421,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HM274461.1.1333,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HM187150.1.1409,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KJ614451.1.1482,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LN570713.1.1368,0,0,0,0,0,0,0,1,0,0,0,0,0,1
JN607039.1.1312,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KM454352.1.1402,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FJ543055.1.1468,0,0,0,0,0,0,0,1,0,0,0,0,2,0
KF234350.1.1483,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GQ402727.1.1482,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FPLK01000942.30.1497,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JQ769902.1.1487,0,0,0,0,0,0,0,1,0,1,2,0,0,0
JQ977614.1.1398,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EU885072.1.1503,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LN573506.1.1335,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AF358002.1.1453,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EU306339.1.1433,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JQ473753.1.1349,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KM071733.1.1376,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AB486378.1.1395,0,0,0,0,0,0,0,1,0,0,0,0,1,1
HQ652576.1.1452,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CERW01003103.435.1982,0,0,0,0,0,0,0,1,0,1,0,0,0,0
FJ203571.1.1447,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AP018255.11046998.11048483,0,0,0,0,0,0,0,1,0,0,0,0,0,0
X92621.1.1474,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HQ190265.1.1491,0,0,0,0,0,0,0,1,1,0,0,0,0,0
HQ864017.1.1447,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EU283583.1.1412,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KJ600988.1.1454,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EU799374.1.1433,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LN573887.1.1314,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FJ517044.1.1484,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JF439411.1.1507,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HM480178.1.1424,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AM180892.1.1476,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JX144961.1.1353,0,0,0,0,0,0,0,1,0,1,0,0,0,0
FJ682111.1.1373,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KJ817559.1.1485,0,0,0,0,0,0,0,1,0,0,0,1,0,0
JX105662.1.1383,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CP003597.6301139.6302618,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GU726988.1.1331,0,0,0,0,0,0,0,1,0,0,1,0,0,0
LN573556.1.1386,0,0,0,0,0,0,0,1,0,0,0,0,1,1
HAGE01003685.3142.4588,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KJ783099.1.1525,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HM269088.1.1359,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JN977191.1.1499,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JN030410.1.1517,0,0,0,0,0,0,0,1,0,0,0,1,5,21
FM866283.1.1408,0,0,0,0,0,0,0,1,0,0,0,0,1,1
AB694361.1.1473,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FPLS01017004.31.1434,0,0,0,0,0,0,0,1,0,0,0,0,0,1
KC683139.1.1516,0,0,0,0,0,0,0,1,0,0,3,0,1,0
GU127081.1.1209,0,0,0,0,0,0,0,1,1,0,0,0,1,0
EU132114.1.1370,0,0,0,0,0,0,0,1,0,1,0,0,18,0
EF580954.1.1514,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CP003123.1354533.1356005,0,0,0,0,0,0,0,1,0,0,0,1,0,1
HQ673855.1.1484,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HE818682.1.1412,0,0,0,0,0,0,0,1,0,0,1,0,1,2
KP985259.1.1458,0,0,0,0,0,0,0,1,0,0,0,0,0,1
FJ478733.1.1445,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FJ369578.1.1282,0,0,0,0,0,0,0,1,0,0,0,0,1,0
KX123428.1.1815,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FJ191333.1.1405,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AY532588.1.1530,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FPLP01002660.10.1496,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AB246770.1.1232,0,0,0,0,0,0,0,1,1,0,0,0,1,1
AM230675.1.1435,0,0,0,0,0,0,0,1,0,0,1,0,0,0
AP006715.148561.150056,0,0,0,0,0,0,0,1,0,1,0,0,0,0
KT223153.1.1491,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FN563259.1.1401,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KR537248.1.1491,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EU289123.1.1540,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FJ416091.1.1476,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EU132361.1.1316,0,0,0,0,0,0,0,1,0,0,0,0,1,0
DQ787696.1.1502,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AB807357.1.1490,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AB694385.1.1409,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JF175004.1.1340,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FM242425.1.1470,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CU925638.1.1365,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AJ811596.1.1508,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EU335448.1.1455,0,0,0,0,0,0,0,1,0,1,0,1,0,0
KJ192137.1.1529,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EU589263.1.1468,0,0,0,0,0,0,0,1,0,1,0,1,3,0
FPLS01042209.16.1526,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JQ770035.1.1456,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HQ400163.1.1490,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JN941873.1.1446,0,0,0,0,0,0,0,1,0,1,0,0,0,0
KX097514.1.1482,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GU145440.1.1441,0,0,0,0,0,0,0,2,0,0,0,0,0,0
EF451689.1.1287,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KC001747.1.1351,0,0,0,0,0,0,0,1,0,1,0,0,0,0
AF172715.1.1445,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FJ661012.1.1720,0,0,0,0,0,0,0,1,0,1,0,0,0,0
FPLL01006434.10.1478,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KF892059.1.1530,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AP018166.6055592.6057078,0,0,0,0,0,0,0,1,1,1,1,0,0,0
CU922679.1.1350,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LN561755.1.1372,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HM066320.1.1461,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KT880313.1.1473,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JN435268.1.1380,0,0,0,0,0,0,0,1,1,0,0,0,1,1
JX530224.1.1391,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GQ448728.1.1404,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DQ396154.1.1506,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AJ617869.1.1481,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AB630400.1.1415,0,0,0,0,0,0,0,1,0,0,0,0,0,1
FN421908.1.1369,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EF516718.1.1453,0,0,0,0,0,0,0,1,0,1,0,2,0,4
EU283503.1.1355,0,0,0,0,0,0,0,1,1,0,0,0,0,0
HM240953.1.1306,0,0,0,0,0,0,0,1,1,0,0,0,0,0
GQ500720.1.1423,0,0,0,0,0,0,0,1,0,1,0,0,0,1
FJ152748.1.1512,0,0,0,0,0,0,0,2,1,0,0,0,2,29
HE602916.1.1935,0,0,0,0,0,0,0,1,0,0,2,1,1,0
KP284176.1.1502,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CU923340.1.1356,0,0,0,0,0,0,0,1,0,0,0,1,0,0
GU214160.1.1534,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JN440451.1.1477,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KJ013366.1.1525,0,0,0,0,0,0,0,1,0,0,1,0,3,2
KX177303.1.1524,0,0,0,0,0,0,0,1,0,0,0,0,1,0
FJ381992.1.1334,0,0,0,0,0,0,0,1,0,1,0,0,0,0
AJ544085.1.1360,0,0,0,0,0,0,0,1,0,0,1,0,0,0
FPLS01058601.17.1531,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FJ543078.1.1438,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DQ316368.1.1499,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LC171251.1.1414,0,0,0,0,0,0,0,1,0,0,1,0,0,0
FPLS01058742.12.1551,0,0,0,0,0,0,0,1,0,0,3,1,8,0
DQ803766.1.1369,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JN465885.1.1409,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KM071709.1.1409,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JN458240.1.1322,0,0,0,0,0,0,0,1,0,1,0,0,0,0
JN490839.1.1423,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KM203518.1.1200,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EU802552.1.1443,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KX823816.1.1461,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KY440145.1.1389,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LN573005.1.1396,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CP003410.1947768.1949228,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JQ515689.1.1465,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AM114439.1.1305,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FJ595612.1.1329,0,0,0,0,0,0,0,3,2,0,11,1,2,0
AM936318.1.1343,0,0,0,0,0,0,0,1,0,0,0,0,0,1
KJ782922.1.1526,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HM921138.1.1281,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FPLS01003190.18.1526,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HQ709062.1.1432,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LVBV01000056.37.1543,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FJ203359.1.1410,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JN886873.1.1507,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EF018077.1.1360,0,0,0,0,0,0,0,2,0,0,0,0,0,0
KR857617.1.1475,0,0,0,0,0,0,0,1,1,0,0,0,0,0
JX133359.1.1483,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JX668703.1.1483,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FPLP01012215.16.1551,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JF272128.1.1445,0,0,0,0,0,0,0,1,0,1,0,0,0,0
KX936793.1.1486,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KU841591.1.1375,0,0,0,0,0,0,0,1,0,0,1,0,0,1
JN409100.1.1421,0,0,0,0,0,0,0,1,1,2,0,0,8,1
KX934946.1.1342,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KX179933.1.1418,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EU437818.1.1590,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KF911272.1.1440,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HM186160.1.1258,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JQ977249.1.1434,0,0,0,0,0,0,0,1,0,1,0,0,1,1
KX123482.1.1555,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KX173125.1.1420,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EU491176.1.1517,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CU921743.1.1358,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JN455779.1.1328,0,0,0,0,0,0,0,1,1,0,0,0,0,0
KM359703.1.1512,0,0,0,0,0,0,0,1,0,2,0,1,1,0
LN571404.1.1367,0,0,0,0,0,0,0,1,0,0,0,1,0,0
FJ902581.1.1309,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KX817339.1.1459,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KF923317.1.1516,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JN450038.1.1417,0,0,0,0,0,0,0,1,2,2,0,0,0,0
KX937858.1.1444,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FN428772.1.1469,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AJ536452.1.1479,0,0,0,0,0,0,0,1,0,1,1,0,0,0
AB807232.1.1497,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EF494319.1.1524,0,0,0,0,0,0,0,1,0,0,0,0,0,1
JQ579841.1.1486,0,0,0,0,0,0,0,1,0,0,1,0,0,0
JQ659412.1.1381,0,0,0,0,0,0,0,1,1,2,1,1,0,0
MH173287.1.1263,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JX530143.1.1387,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ASJV01081013.11278.12755,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JN445597.1.1460,0,0,0,0,0,0,0,1,0,0,0,0,1,0
JX521632.1.1467,0,0,0,0,0,0,0,1,0,2,1,0,0,0
HQ153939.1.1404,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FJ440031.1.1457,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JN455379.1.1383,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KT308789.1.1402,0,0,0,0,0,0,0,1,0,0,0,0,0,0
X89049.1.1476,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HQ216338.1.1244,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HF677141.1.1335,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FPLS01062866.17.1530,0,0,0,0,0,0,0,1,0,0,0,0,5,1
JQ978986.1.1498,0,0,0,0,0,0,0,1,0,0,0,0,10,8
EU491255.1.1464,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FJ479070.1.1516,0,0,0,0,0,0,0,1,0,1,0,0,19,24
AUBA01000045.301.1744,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KP792469.1.1281,0,0,0,0,0,0,0,1,0,0,0,0,0,1
JN501867.1.1332,0,0,0,0,0,0,0,2,1,1,0,0,1,0
AB486355.1.1333,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FPLS01024596.10.1507,0,0,0,0,0,0,0,1,0,0,0,0,1,0
FQ659030.1.1359,0,0,0,0,0,0,0,1,0,0,0,0,3,5
EU151901.1.1408,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JF428923.1.1471,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AM991231.1.1392,0,0,0,0,0,0,0,1,0,0,0,0,1,0
AB680957.1.1410,0,0,0,0,0,0,0,1,0,1,0,1,0,0
DQ395365.1.1596,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DQ279385.1.1313,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GQ009418.1.1350,0,0,0,0,0,0,0,1,1,0,3,0,0,0
FJ381981.1.1334,0,0,0,0,0,0,0,1,1,1,0,0,0,0
FPLS01007175.1.1271,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MH699350.1.1478,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CU920678.1.1283,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JF265867.1.1380,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JQ977010.1.1397,0,0,0,0,0,0,0,1,0,3,0,0,0,0
JN409115.1.1395,0,0,0,0,0,0,0,1,0,1,1,1,0,0
DQ136121.1.1489,0,0,0,0,0,0,0,1,0,0,0,0,1,0
FJ264776.1.1446,0,0,0,0,0,0,0,1,0,1,0,0,0,0
GU197602.1.1291,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DQ796770.1.1363,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KJ881332.1.1483,0,0,0,0,0,0,0,1,0,0,1,0,0,0
AY395342.1.1457,0,0,0,0,0,0,0,1,0,0,1,0,0,0
AY627529.1.1201,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FPLS01033852.9.1505,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KF533838.1.1414,0,0,0,0,0,0,0,1,0,0,0,0,1,0
